transaction_id,type,time,value
20006,attr_C,585,33
20006,attr_D,587,-3
20006,attr_C,590,39
20006,attr_D,594,-9
20006,attr_C,599,39
20006,attr_D,603,-9
20006,END,606,
20007,BEGIN,622,
20007,attr_B,625,11
20007,attr_A,630,19
20007,attr_B,635,21
20007,attr_A,639,9
20007,attr_B,645,21
20007,attr_A,653,9
20007,attr_D,655,0
20007,attr_C,658,30
20007,attr_D,664,2
20007,attr_C,668,28
20007,attr_D,670,2
20007,attr_C,677,28
20007,END,679,
20008,BEGIN,693,
20008,attr_A,696,9
20008,attr_B,699,21
20008,attr_A,702,19
20008,attr_B,705,11
20008,attr_A,709,19
20008,attr_B,711,11
20008,attr_C,713,35
20008,attr_D,717,-5
20008,attr_C,722,43
20008,attr_D,728,-13
20008,attr_C,731,43
20008,attr_D,735,-13
20008,attr_C,738,43
20008,attr_D,741,-13
20008,attr_C,746,47
20008,attr_D,755,-17
20008,attr_C,760,47
20008,attr_D,763,-17
20008,attr_B,765,11
20008,attr_A,769,19
20008,attr_B,771,19
20008,attr_A,782,11
20008,attr_B,787,19
20008,attr_A,790,11
20008,END,792,
20009,BEGIN,800,
20009,attr_A,803,11
20009,attr_B,809,19
20009,attr_A,813,20
20009,attr_B,816,10
20009,attr_A,819,20
20009,attr_B,822,10
20009,attr_A,825,20
20009,attr_B,829,10
20009,attr_A,834,23
20009,attr_B,840,7
20009,attr_A,844,23
20009,attr_B,846,7
20009,attr_B,850,7
20009,attr_A,853,23
20009,attr_B,858,13
20009,attr_A,862,17
20009,attr_B,865,13
20009,attr_A,868,17
20009,attr_A,870,17
20009,attr_B,873,13
20009,attr_A,876,19
20009,attr_B,881,11
20009,attr_A,883,19
20009,attr_B,887,11
20009,attr_D,892,-17
20009,attr_C,895,47
20009,attr_D,900,-10
20009,attr_C,904,40
20009,attr_D,915,-10
20009,attr_C,917,40
20009,END,921,
20010,BEGIN,935,
20010,attr_A,938,19
20010,attr_B,941,11
20010,attr_C,945,40
20010,attr_D,951,-10
20010,attr_D,955,-10
20010,attr_C,957,40
20010,attr_B,959,11
20010,attr_A,961,19
20010,END,963,
20011,BEGIN,967,
20011,attr_A,970,19
20011,attr_B,975,11
20011,attr_C,978,40
20011,attr_D,983,-10
20011,attr_D,986,-10
20011,attr_C,988,40
20011,attr_B,1000,11
20011,attr_A,1003,19
20011,END,1009,
20012,BEGIN,1013,
20012,attr_A,1016,2
20012,attr_B,1021,28
20012,attr_C,1025,48
20012,attr_D,1030,-18
20012,attr_D,1035,-18
20012,attr_C,1037,48
20012,attr_B,1040,28
20012,attr_A,1043,2
20012,END,1045,
20013,BEGIN,1050,
20013,attr_A,1056,2
20013,attr_B,1059,28
20013,attr_C,1070,61
20013,attr_D,1076,-31
20013,attr_D,1079,-31
20013,attr_C,1085,61
20013,attr_B,1087,28
20013,attr_A,1092,2
20013,END,1096,
20014,BEGIN,1099,
20014,attr_A,1125,-4
20014,attr_B,1129,34
20014,attr_C,1135,68
20014,attr_D,1139,-38
20014,attr_D,1142,-38
20014,attr_C,1144,68
20014,attr_B,1146,34
20014,attr_A,1151,-4
20014,END,1153,
20015,BEGIN,1156,
20015,attr_A,1160,-4
20015,attr_B,1165,34
20015,attr_C,1174,68
20015,attr_D,1177,-38
20015,attr_D,1183,-38
20015,attr_C,1184,68
20015,attr_B,1187,34
20015,attr_A,1189,-4
20015,END,1192,
20016,BEGIN,1198,
20016,attr_A,1203,5
20016,attr_B,1207,25
20016,attr_C,1218,61
20016,attr_D,1221,-31
20016,attr_D,1226,-31
20016,attr_C,1228,61
20016,attr_B,1230,25
20016,attr_A,1236,5
20016,END,1239,
20017,BEGIN,1244,
20017,attr_C,1251,58
20017,attr_D,1255,-28
20017,attr_C,1260,63
20017,attr_D,1264,-33
20017,attr_C,1267,63
20017,attr_D,1269,-33
20017,attr_B,1272,23
20017,attr_A,1276,7
20017,attr_B,1280,27
20017,attr_A,1284,3
20017,attr_B,1287,27
20017,attr_A,1291,3
20017,attr_B,1295,27
20017,attr_A,1301,3
20017,attr_B,1303,35
20017,attr_A,1307,-5
20017,attr_B,1310,35
20017,attr_A,1314,-5
20017,END,1316,
20018,BEGIN,1328,
20018,attr_B,1334,35
20018,attr_A,1339,-5
20018,attr_B,1346,39
20018,attr_A,1349,-9
20018,attr_B,1356,39
20018,attr_A,1359,-9
20018,END,1363,
20019,BEGIN,1370,
20019,attr_D,1374,-44
20019,attr_C,1378,74
20019,attr_D,1383,-41
20019,attr_C,1387,71
20019,attr_D,1391,-41
20019,attr_C,1404,71
20019,END,1407,
20020,BEGIN,1413,
20020,attr_A,1417,5
20020,attr_B,1421,25
20020,attr_C,1425,71
20020,attr_D,1430,-41
20020,attr_D,1437,-41
20020,attr_C,1438,71
20020,attr_B,1441,25
20020,attr_A,1444,5
20020,END,1447,
20021,BEGIN,1453,
20021,attr_A,1461,5
20021,attr_B,1464,25
20021,attr_C,1469,71
20021,attr_D,1472,-41
20021,attr_D,1477,-41
20021,attr_C,1481,71
20021,attr_B,1483,25
20021,attr_A,1486,5
20021,END,1490,
20022,BEGIN,1493,
20022,attr_A,1496,-8
20022,attr_B,1499,38
20022,attr_C,1504,71
20022,attr_D,1507,-41
20022,attr_D,1509,-41
20022,attr_C,1513,71
20022,attr_B,1518,38
20022,attr_A,1526,-8
20022,END,1528,
20023,BEGIN,1531,
20023,attr_C,1539,68
20023,attr_D,1546,-38
20023,attr_C,1549,71
20023,attr_D,1553,-41
20023,attr_C,1557,71
20023,attr_D,1559,-41
20023,attr_D,1561,-41
20023,attr_C,1565,71
20023,attr_D,1567,-35
20023,attr_C,1572,65
20023,attr_D,1578,-35
20023,attr_C,1581,65
20023,attr_D,1585,-35
20023,attr_C,1591,65
20023,attr_D,1597,-28
20023,attr_C,1602,58
20023,attr_D,1610,-28
20023,attr_C,1612,58
20023,attr_C,1614,58
20023,attr_D,1616,-28
20023,attr_C,1619,60
20023,attr_D,1622,-30
20023,attr_C,1624,60
20023,attr_D,1627,-30
20023,END,1630,
20024,BEGIN,1639,
20024,attr_A,1644,-2
20024,attr_B,1647,32
20024,attr_C,1650,60
20024,attr_D,1653,-30
20024,attr_D,1657,-30
20024,attr_C,1659,60
20024,attr_B,1662,32
20024,attr_A,1664,-2
20024,END,1669,
20025,BEGIN,1673,
20025,attr_A,1677,-2
20025,attr_B,1681,32
20025,attr_C,1684,60
20025,attr_D,1687,-30
20025,attr_D,1690,-30
20025,attr_C,1692,60
20025,attr_B,1696,32
20025,attr_A,1703,-2
20025,END,1706,
20026,BEGIN,1709,
20026,attr_C,1712,60
20026,attr_D,1716,-30
20026,attr_C,1722,61
20026,attr_D,1732,-31
20026,attr_C,1736,61
20026,attr_D,1739,-31
20026,attr_C,1742,61
20026,attr_D,1743,-31
20026,attr_C,1749,63
20026,attr_D,1757,-33
20026,attr_C,1763,63
20026,attr_D,1769,-33
20026,END,1772,
20027,BEGIN,1777,
20027,attr_A,1783,2
20027,attr_B,1786,28
20027,attr_C,1789,63
20027,attr_D,1794,-33
20027,attr_D,1798,-33
20027,attr_C,1800,63
20027,attr_B,1803,28
20027,attr_A,1805,2
20027,END,1809,
20028,BEGIN,1814,
20028,attr_D,1818,-31
20028,attr_C,1821,61
20028,attr_D,1824,-29
20028,attr_C,1827,59
20028,attr_D,1832,-29
20028,attr_C,1835,59
20028,attr_C,1845,59
20028,attr_D,1848,-29
20028,attr_C,1852,69
20028,attr_D,1855,-39
20028,attr_C,1858,69
20028,attr_D,1860,-39
20028,END,1864,
20029,BEGIN,1870,
20029,attr_A,1879,2
20029,attr_B,1883,28
20029,attr_C,1887,69
20029,attr_D,1891,-39
20029,attr_D,1894,-39
20029,attr_C,1896,69
20029,attr_B,1899,28
20029,attr_A,1901,2
20029,END,1906,
20030,BEGIN,1911,
20030,attr_A,1914,-16
20030,attr_B,1917,46
20030,attr_A,1922,-9
20030,attr_B,1927,39
20030,attr_A,1929,-9
20030,attr_B,1933,39
20030,attr_C,1935,70
20030,attr_D,1940,-40
20030,attr_C,1945,74
20030,attr_D,1968,-44
20030,attr_C,1973,74
20030,attr_D,1976,-44
20030,END,1978,
20031,BEGIN,1985,
20031,attr_A,1989,-9
20031,attr_B,1992,39
20031,attr_A,1999,0
20031,attr_B,2001,30
20031,attr_A,2007,0
20031,attr_B,2010,30
20031,attr_A,2013,0
20031,attr_B,2018,30
20031,attr_A,2020,1
20031,attr_B,2026,29
20031,attr_A,2034,1
20031,attr_B,2036,29
20031,attr_B,2037,29
20031,attr_A,2038,1
20031,attr_B,2045,35
20031,attr_A,2050,-5
20031,attr_B,2055,35
20031,attr_A,2057,-5
20031,attr_D,2059,-44
20031,attr_C,2062,74
20031,attr_D,2066,-40
20031,attr_C,2074,70
20031,attr_D,2080,-40
20031,attr_C,2083,70
20031,END,2086,
20032,BEGIN,2095,
20032,attr_A,2098,-5
20032,attr_B,2107,35
20032,attr_A,2111,0
20032,attr_B,2114,30
20032,attr_A,2116,0
20032,attr_B,2118,30
20032,END,2124,
20033,BEGIN,2129,
20033,attr_A,2133,0
20033,attr_B,2139,30
20033,attr_C,2146,60
20033,attr_D,2150,-30
20033,attr_D,2155,-30
20033,attr_C,2161,60
20033,attr_B,2164,30
20033,attr_A,2167,0
20033,END,2171,
20034,BEGIN,2175,
20034,attr_D,2179,-30
20034,attr_C,2183,60
20034,attr_D,2192,-20
20034,attr_C,2195,50
20034,attr_D,2199,-20
20034,attr_C,2204,50
20034,attr_D,2210,-20
20034,attr_C,2213,50
20034,attr_D,2216,-17
20034,attr_C,2220,47
20034,attr_D,2223,-17
20034,attr_C,2226,47
20034,attr_A,2230,4
20034,attr_B,2240,26
20034,attr_A,2245,5
20034,attr_B,2249,25
20034,attr_A,2252,5
20034,attr_B,2255,25
20034,END,2262,
20035,BEGIN,2281,
20035,attr_A,2285,2
20035,attr_B,2289,28
20035,attr_C,2292,51
20035,attr_D,2295,-21
20035,attr_D,2299,-21
20035,attr_C,2302,51
20035,attr_B,2308,28
20035,attr_A,2310,2
20035,END,2312,
20036,BEGIN,2316,
20036,attr_B,2319,28
20036,attr_A,2322,2
20036,attr_B,2326,32
20036,attr_A,2331,-2
20036,attr_B,2337,32
20036,attr_A,2338,-2
20036,attr_A,2341,-2
20036,attr_B,2351,32
20036,attr_A,2357,7
20036,attr_B,2366,23
20036,attr_A,2374,7
20036,attr_B,2378,23
20036,attr_C,2386,51
20036,attr_D,2395,-21
20036,attr_C,2399,55
20036,attr_D,2407,-25
20036,attr_C,2417,55
20036,attr_D,2419,-25
20036,attr_D,2425,-25
20036,attr_C,2429,55
20036,attr_D,2432,-16
20036,attr_C,2441,46
20036,attr_D,2448,-16
20036,attr_C,2452,46
20036,END,2455,
20037,BEGIN,2462,
20037,attr_D,2464,-16
20037,attr_C,2469,46
20037,attr_D,2473,-12
20037,attr_C,2478,42
20037,attr_D,2479,-12
20037,attr_C,2481,42
20037,attr_D,2489,-12
20037,attr_C,2493,42
20037,attr_D,2500,-8
20037,attr_C,2504,38
20037,attr_D,2509,-8
20037,attr_C,2512,38
20037,attr_C,2514,38
20037,attr_D,2516,-8
20037,attr_C,2521,46
20037,attr_D,2525,-16
20037,attr_C,2527,46
20037,attr_D,2531,-16
20037,attr_A,2534,7
20037,attr_B,2538,23
20037,attr_A,2543,13
20037,attr_B,2552,17
20037,attr_A,2556,13
20037,attr_B,2562,17
20037,attr_A,2565,13
20037,attr_B,2569,17
20037,attr_A,2573,16
20037,attr_B,2576,14
20037,attr_A,2578,16
20037,attr_B,2586,14
20037,END,2591,
20038,BEGIN,2599,
20038,attr_A,2602,16
20038,attr_B,2606,14
20038,attr_C,2609,46
20038,attr_D,2612,-16
20038,attr_D,2617,-16
20038,attr_C,2621,46
20038,attr_B,2624,14
20038,attr_A,2628,16
20038,END,2646,
20039,BEGIN,2651,
20039,attr_A,2655,-7
20039,attr_B,2667,37
20039,attr_C,2670,49
20039,attr_D,2676,-19
20039,attr_D,2681,-19
20039,attr_C,2684,49
20039,attr_B,2691,37
20039,attr_A,2694,-7
20039,END,2699,
20040,BEGIN,2704,
20040,attr_A,2712,20
20040,attr_B,2718,10
20040,attr_C,2721,37
20040,attr_D,2724,-7
20040,attr_D,2727,-7
20040,attr_C,2729,37
20040,attr_B,2733,10
20040,attr_A,2737,20
20040,END,2744,
20041,BEGIN,2747,
20041,attr_A,2750,20
20041,attr_B,2753,10
20041,attr_C,2767,57
20041,attr_D,2772,-27
20041,attr_D,2775,-27
20041,attr_C,2778,57
20041,attr_B,2782,10
20041,attr_A,2787,20
20041,END,2789,
20042,BEGIN,2792,
20042,attr_A,2798,33
20042,attr_B,2800,-3
20042,attr_C,2803,65
20042,attr_D,2809,-35
20042,attr_D,2816,-35
20042,attr_C,2817,65
20042,attr_B,2823,-3
20042,attr_A,2830,33
20042,END,2833,
20043,BEGIN,2836,
20043,attr_C,2839,62
20043,attr_D,2844,-32
20043,attr_C,2847,71
20043,attr_D,2849,-41
20043,attr_C,2852,71
20043,attr_D,2857,-41
20043,attr_D,2859,-41
20043,attr_C,2861,71
20043,attr_D,2867,-39
20043,attr_C,2870,69
20043,attr_D,2874,-39
20043,attr_C,2877,69
20043,attr_D,2901,-39
20043,attr_C,2903,69
20043,attr_D,2907,-36
20043,attr_C,2910,66
20043,attr_D,2914,-36
20043,attr_C,2916,66
20043,attr_A,2919,28
20043,attr_B,2922,2
20043,attr_A,2929,31
20043,attr_B,2931,-1
20043,attr_A,2935,31
20043,attr_B,2937,-1
20043,attr_C,2939,66
20043,attr_D,2941,-36
20043,attr_C,2945,71
20043,attr_D,2951,-41
20043,attr_C,2956,71
20043,attr_D,2961,-41
20043,END,2964,
20044,BEGIN,2971,
20044,attr_A,2976,31
20044,attr_B,2984,-1
20044,attr_C,2987,71
20044,attr_D,2997,-41
20044,attr_D,3001,-41
20044,attr_C,3005,71
20044,attr_B,3015,-1
20044,attr_A,3019,31
20044,END,3025,
20045,BEGIN,3029,
20045,attr_A,3039,37
20045,attr_B,3042,-7
20045,attr_C,3045,60
20045,attr_D,3048,-30
20045,attr_D,3056,-30
20045,attr_C,3058,60
20045,attr_B,3065,-7
20045,attr_A,3067,37
20045,END,3070,
20046,BEGIN,3073,
20046,attr_A,3077,27
20046,attr_B,3080,3
20046,attr_A,3084,32
20046,attr_B,3088,-2
20046,attr_A,3092,32
20046,attr_B,3097,-2
20046,attr_B,3106,-2
20046,attr_A,3113,32
20046,attr_B,3115,2
20046,attr_A,3120,28
20046,attr_B,3124,2
20046,attr_A,3131,28
20046,attr_A,3135,28
20046,attr_B,3140,2
20046,attr_A,3142,29
20046,attr_B,3147,1
20046,attr_A,3151,29
20046,attr_B,3155,1
20046,END,3158,
20047,BEGIN,3166,
20047,attr_A,3169,29
20047,attr_B,3173,1
20047,attr_C,3178,77
20047,attr_D,3182,-47
20047,attr_D,3196,-47
20047,attr_C,3198,77
20047,attr_B,3199,1
20047,attr_A,3206,29
20047,END,3210,
20048,BEGIN,3214,
20048,attr_D,3217,-45
20048,attr_C,3220,75
20048,attr_D,3225,-35
20048,attr_C,3228,65
20048,attr_D,3232,-35
20048,attr_C,3237,65
20048,attr_B,3248,-10
20048,attr_A,3251,40
20048,attr_B,3255,-6
20048,attr_A,3259,36
20048,attr_B,3264,-6
20048,attr_A,3267,36
20048,END,3275,
20049,BEGIN,3286,
20049,attr_A,3290,36
20049,attr_B,3295,-6
20049,attr_C,3301,65
20049,attr_D,3307,-35
20049,attr_D,3314,-35
20049,attr_C,3321,65
20049,attr_B,3330,-6
20049,attr_A,3334,36
20049,END,3339,
20050,BEGIN,3342,
20050,attr_A,3351,32
20050,attr_B,3355,-2
20050,attr_C,3358,84
20050,attr_D,3363,-54
20050,attr_D,3367,-54
20050,attr_C,3370,84
20050,attr_B,3374,-2
20050,attr_A,3379,32
20050,END,3383,
20051,BEGIN,3387,
20051,attr_D,3390,-31
20051,attr_C,3394,61
20051,attr_D,3400,-30
20051,attr_C,3409,60
20051,attr_D,3411,-30
20051,attr_C,3413,60
20051,attr_D,3416,-30
20051,attr_C,3418,60
20051,attr_D,3425,-20
20051,attr_C,3435,50
20051,attr_D,3437,-20
20051,attr_C,3439,50
20051,attr_C,3441,50
20051,attr_D,3444,-20
20051,attr_C,3447,53
20051,attr_D,3451,-23
20051,attr_C,3454,53
20051,attr_D,3457,-23
20051,END,3459,
20052,BEGIN,3465,
20052,attr_C,3469,53
20052,attr_D,3472,-23
20052,attr_C,3477,54
20052,attr_D,3481,-24
20052,attr_C,3485,54
20052,attr_D,3489,-24
20052,attr_D,3492,-24
20052,attr_C,3495,54
20052,attr_D,3497,-19
20052,attr_C,3500,49
20052,attr_D,3504,-19
20052,attr_C,3510,49
20052,attr_B,3512,-29
20052,attr_A,3517,59
20052,attr_B,3523,-20
20052,attr_A,3529,50
20052,attr_B,3532,-20
20052,attr_A,3535,50
20052,attr_B,3537,-20
20052,attr_A,3545,50
20052,attr_B,3552,-17
20052,attr_A,3554,47
20052,attr_B,3557,-17
20052,attr_A,3566,47
20052,END,3573,
20053,BEGIN,3583,
20053,attr_B,3586,-17
20053,attr_A,3589,47
20053,attr_B,3598,-15
20053,attr_A,3601,45
20053,attr_B,3604,-15
20053,attr_A,3609,45
20053,attr_A,3614,45
20053,attr_B,3616,-15
20053,attr_A,3627,47
20053,attr_B,3632,-17
20053,attr_A,3637,47
20053,attr_B,3644,-17
20053,attr_C,3648,49
20053,attr_D,3651,-19
20053,attr_C,3657,56
20053,attr_D,3667,-26
20053,attr_C,3674,56
20053,attr_D,3678,-26
20053,attr_D,3685,-26
20053,attr_C,3686,56
20053,attr_D,3690,-21
20053,attr_C,3695,51
20053,attr_D,3700,-21
20053,attr_C,3704,51
20053,END,3706,
20054,BEGIN,3716,
20054,attr_A,3719,47
20054,attr_B,3722,-17
20054,attr_C,3726,51
20054,attr_D,3732,-21
20054,attr_D,3735,-21
20054,attr_C,3739,51
20054,attr_B,3742,-17
20054,attr_A,3743,47
20054,END,3753,
20055,BEGIN,3756,
20055,attr_A,3763,47
20055,attr_B,3765,-17
20055,attr_C,3769,78
20055,attr_D,3772,-48
20055,attr_D,3775,-48
20055,attr_C,3777,78
20055,attr_B,3779,-17
20055,attr_A,3784,47
20055,END,3787,
20056,BEGIN,3790,
20056,attr_C,3793,72
20056,attr_D,3796,-42
20056,attr_C,3806,75
20056,attr_D,3813,-45
20056,attr_C,3817,75
20056,attr_D,3821,-45
20056,END,3826,
20057,BEGIN,3831,
20057,attr_C,3834,75
20057,attr_D,3838,-45
20057,attr_C,3841,82
20057,attr_D,3845,-52
20057,attr_C,3847,82
20057,attr_D,3849,-52
20057,attr_D,3853,-52
20057,attr_C,3854,82
20057,attr_D,3857,-42
20057,attr_C,3859,72
20057,attr_D,3861,-42
20057,attr_C,3864,72
20057,attr_B,3866,-19
20057,attr_A,3870,49
20057,attr_B,3879,-17
20057,attr_A,3883,47
20057,attr_B,3886,-17
20057,attr_A,3888,47
20057,attr_A,3890,47
20057,attr_B,3894,-17
20057,attr_A,3898,50
20057,attr_B,3903,-20
20057,attr_A,3905,50
20057,attr_B,3911,-20
20057,END,3914,
20058,BEGIN,3922,
20058,attr_D,3925,-42
20058,attr_C,3932,72
20058,attr_D,3936,-33
20058,attr_C,3941,63
20058,attr_D,3943,-33
20058,attr_C,3947,63
20058,END,3949,
20059,BEGIN,3954,
20059,attr_A,3961,49
20059,attr_B,3964,-19
20059,attr_C,3967,63
20059,attr_D,3972,-33
20059,attr_D,3976,-33
20059,attr_C,3979,63
20059,attr_B,3981,-19
20059,attr_A,3986,49
20059,END,3989,
20060,BEGIN,3994,
20060,attr_A,3997,49
20060,attr_B,4000,-19
20060,attr_C,4007,63
20060,attr_D,4008,-33
20060,attr_D,4014,-33
20060,attr_C,4015,63
20060,attr_B,4016,-19
20060,attr_A,4017,49
20060,END,4025,
20061,BEGIN,4029,
20061,attr_A,4033,55
20061,attr_B,4037,-25
20061,attr_A,4041,62
20061,attr_B,4045,-32
20061,attr_A,4048,62
20061,attr_B,4050,-32
20061,attr_B,4052,-32
20061,attr_A,4054,62
20061,attr_B,4058,-26
20061,attr_A,4060,56
20061,attr_B,4063,-26
20061,attr_A,4066,56
20061,attr_C,4071,67
20061,attr_D,4076,-37
20061,attr_C,4086,73
20061,attr_D,4095,-43
20061,attr_C,4099,73
20061,attr_D,4101,-43
20061,attr_B,4107,-26
20061,attr_A,4110,56
20061,attr_B,4113,-24
20061,attr_A,4116,54
20061,attr_B,4124,-24
20061,attr_A,4130,54
20061,END,4133,
20062,BEGIN,4147,
20062,attr_A,4151,54
20062,attr_B,4156,-24
20062,attr_C,4160,74
20062,attr_D,4164,-44
20062,attr_D,4167,-44
20062,attr_C,4169,74
20062,attr_B,4173,-24
20062,attr_A,4177,54
20062,END,4181,
20063,BEGIN,4185,
20063,attr_A,4190,54
20063,attr_B,4195,-24
20063,attr_C,4198,74
20063,attr_D,4202,-44
20063,attr_D,4206,-44
20063,attr_C,4209,74
20063,attr_B,4211,-24
20063,attr_A,4213,54
20063,END,4216,
20064,BEGIN,4220,
20064,attr_A,4224,54
20064,attr_B,4235,-24
20064,attr_C,4240,74
20064,attr_D,4247,-44
20064,attr_D,4250,-44
20064,attr_C,4253,74
20064,attr_B,4255,-24
20064,attr_A,4258,54
20064,END,4263,
20065,BEGIN,4271,
20065,attr_D,4279,-22
20065,attr_C,4284,52
20065,attr_D,4290,-20
20065,attr_C,4295,50
20065,attr_D,4298,-20
20065,attr_C,4301,50
20065,attr_D,4305,-20
20065,attr_C,4312,50
20065,attr_D,4316,-19
20065,attr_C,4322,49
20065,attr_D,4324,-19
20065,attr_C,4326,49
20065,attr_D,4329,-19
20065,attr_C,4332,49
20065,attr_D,4336,-12
20065,attr_C,4340,42
20065,attr_D,4344,-12
20065,attr_C,4348,42
20065,attr_B,4351,-48
20065,attr_A,4355,78
20065,attr_B,4359,-44
20065,attr_A,4365,74
20065,attr_B,4368,-44
20065,attr_A,4372,74
20065,END,4378,
20066,BEGIN,4390,
20066,attr_B,4394,-44
20066,attr_A,4398,74
20066,attr_B,4403,-34
20066,attr_A,4413,64
20066,attr_B,4417,-34
20066,attr_A,4421,64
20066,END,4425,
20067,BEGIN,4435,
20067,attr_A,4439,50
20067,attr_B,4443,-20
20067,attr_C,4449,68
20067,attr_D,4452,-38
20067,attr_D,4455,-38
20067,attr_C,4458,68
20067,attr_B,4462,-20
20067,attr_A,4467,50
20067,END,4471,
20068,BEGIN,4474,
20068,attr_A,4478,62
20068,attr_B,4483,-32
20068,attr_C,4486,68
20068,attr_D,4489,-38
20068,attr_D,4495,-38
20068,attr_C,4502,68
20068,attr_B,4504,-32
20068,attr_A,4506,62
20068,END,4507,
20069,BEGIN,4511,
20069,attr_D,4514,-38
20069,attr_C,4518,68
20069,attr_D,4522,-29
20069,attr_C,4529,59
20069,attr_D,4531,-29
20069,attr_C,4533,59
20069,END,4536,
20070,BEGIN,4540,
20070,attr_C,4547,59
20070,attr_D,4556,-29
20070,attr_C,4561,62
20070,attr_D,4565,-32
20070,attr_C,4572,62
20070,attr_D,4573,-32
20070,attr_C,4578,62
20070,attr_D,4583,-32
20070,attr_C,4585,70
20070,attr_D,4591,-40
20070,attr_C,4595,70
20070,attr_D,4597,-40
20070,attr_B,4603,-26
20070,attr_A,4606,56
20070,attr_B,4611,-18
20070,attr_A,4615,48
20070,attr_B,4619,-18
20070,attr_A,4629,48
20070,END,4640,
20071,BEGIN,4657,
20071,attr_B,4666,-18
20071,attr_A,4674,48
20071,attr_B,4678,-12
20071,attr_A,4683,42
20071,attr_B,4687,-12
20071,attr_A,4697,42
20071,attr_B,4700,-12
20071,attr_A,4703,42
20071,attr_B,4707,-6
20071,attr_A,4713,36
20071,attr_B,4717,-6
20071,attr_A,4736,36
20071,attr_B,4738,-6
20071,attr_A,4745,36
20071,attr_B,4748,2
20071,attr_A,4752,28
20071,attr_B,4755,2
20071,attr_A,4760,28
20071,END,4764,
20072,BEGIN,4769,
20072,attr_D,4772,-54
20072,attr_C,4778,84
20072,attr_D,4784,-48
20072,attr_C,4789,78
20072,attr_D,4795,-48
20072,attr_C,4798,78
20072,attr_A,4807,28
20072,attr_B,4810,2
20072,attr_A,4813,36
20072,attr_B,4816,-6
20072,attr_A,4820,36
20072,attr_B,4826,-6
20072,attr_A,4829,36
20072,attr_B,4833,-6
20072,attr_A,4843,43
20072,attr_B,4848,-13
20072,attr_A,4853,43
20072,attr_B,4857,-13
20072,END,4862,
20073,BEGIN,4870,
20073,attr_A,4877,43
20073,attr_B,4881,-13
20073,attr_C,4884,78
20073,attr_D,4887,-48
20073,attr_D,4893,-48
20073,attr_C,4897,78
20073,attr_B,4900,-13
20073,attr_A,4903,43
20073,END,4907,
20074,BEGIN,4918,
20074,attr_A,4921,7
20074,attr_B,4924,23
20074,attr_A,4928,15
20074,attr_B,4933,15
20074,attr_A,4938,15
20074,attr_B,4941,15
20074,attr_A,4945,15
20074,attr_B,4950,15
20074,attr_A,4953,20
20074,attr_B,4959,10
20074,attr_A,4963,20
20074,attr_B,4965,10
20074,attr_B,4967,10
20074,attr_A,4969,20
20074,attr_B,4972,17
20074,attr_A,4977,13
20074,attr_B,4980,17
20074,attr_A,4984,13
20074,END,4987,
20075,BEGIN,4995,
20075,attr_A,5001,13
20075,attr_B,5007,17
20075,attr_C,5010,100
20075,attr_D,5013,-70
20075,attr_D,5023,-70
20075,attr_C,5025,100
20075,attr_B,5031,17
20075,attr_A,5034,13
20075,END,5036,
20076,BEGIN,5041,
20076,attr_C,5045,101
20076,attr_D,5049,-71
20076,attr_C,5059,109
